antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'27211'}),"frozenset({'23321', '99111'})",0.05478328501732306,0.008003959555964082,0.0032242098564660964,0.05885389778007227,7.353097847204612,1.0,0.0027857266588445896,1.0540298027098725,0.9140791566894676,0.05413105413105413,0.05126022297563487,0.2308403764518736
"frozenset({'25711', '27211'})",frozenset({'99111'}),0.00544438945061161,0.11201300996959626,0.004412076645690447,0.8103896103896104,7.234781125956483,1.0,0.0038022341958807242,4.683219057009665,0.866496361475389,0.03902927195396547,0.7864716580995207,0.42488928821462596
frozenset({'99111'}),frozenset({'27211'}),0.11201300996959626,0.05478328501732306,0.04402177755780245,0.39300593359424313,7.173829270551601,1.0,0.03788533690698981,1.5572091512848967,0.9691633351446567,0.35855793595945634,0.35782550521561474,0.5982840715983605
frozenset({'27211'}),frozenset({'99111'}),0.05478328501732306,0.11201300996959626,0.04402177755780245,0.8035622096024779,7.173829270551601,1.0,0.03788533690698981,4.520448882230988,0.910483722072883,0.35855793595945634,0.778783031054547,0.5982840715983605
"frozenset({'99111', '23322'})",frozenset({'27211'}),0.007466591246553065,0.05478328501732306,0.002856536802658559,0.3825757575757577,6.983439519093883,1.0,0.002447492406290793,1.5309031457388145,0.8632496187342245,0.048095238095238094,0.3467908124799106,0.2173591229799284
frozenset({'27211'}),"frozenset({'99111', '23322'})",0.05478328501732306,0.007466591246553065,0.002856536802658559,0.05214248838409913,6.983439519093882,1.0,0.002447492406290793,1.0471335581456573,0.906463113808875,0.048095238095238094,0.0450119832174273,0.2173591229799284
frozenset({'43413'}),frozenset({'99700'}),0.04273492186947606,0.01076150745952061,0.003040373329562328,0.07114493712773,6.611056805502532,1.0,0.0025804811490819307,1.0650084518907477,0.8866282419363206,0.060257847533632294,0.06104031547856344,0.17683396659277434
frozenset({'99700'}),frozenset({'43413'}),0.01076150745952061,0.04273492186947606,0.003040373329562328,0.28252299605781866,6.611056805502531,1.0,0.0025804811490819307,1.3342101180537156,0.857971318028924,0.060257847533632294,0.2504928673013258,0.17683396659277434
"frozenset({'67211', '62501'})",frozenset({'99111'}),0.015343279360814538,0.11201300996959626,0.010803931273421481,0.7041474654377881,6.286300721933239,1.0,0.009085284369412262,3.001451352594979,0.8540275149199246,0.09269594758553751,0.6668278500881164,0.4002999667802499
frozenset({'99111'}),"frozenset({'67211', '62501'})",0.11201300996959626,0.015343279360814538,0.010803931273421481,0.09645246812271178,6.286300721933238,1.0,0.009085284369412262,1.0897674841669678,0.9470002844837779,0.09269594758553751,0.08237306165873279,0.4002999667802499
frozenset({'62501'}),frozenset({'99111'}),0.016870536661245845,0.11201300996959626,0.011737255179240614,0.6957250628667228,6.211109433230691,1.0,0.009847535588012045,2.9183704658574996,0.853395406082776,0.10019314340898117,0.6573430235471589,0.4002549061335255
frozenset({'99111'}),frozenset({'62501'}),0.11201300996959626,0.016870536661245845,0.011737255179240614,0.10478474940032825,6.21110943323069,1.0,0.009847535588012045,1.098204552123293,0.9448315989057354,0.10019314340898117,0.08942282376577504,0.4002549061335255
frozenset({'67211'}),frozenset({'99111'}),0.01629074453793396,0.11201300996959626,0.011298875768931627,0.693576388888889,6.191927072374421,1.0,0.009474100438591884,2.897906551034066,0.8523853823935758,0.0965675610345661,0.6549233101932952,0.39722374551122897
frozenset({'99111'}),frozenset({'67211'}),0.11201300996959626,0.01629074453793396,0.011298875768931627,0.100871102133569,6.191927072374419,1.0,0.009474100438591884,1.09406922388585,0.9442699040584182,0.0965675610345661,0.08598105296458364,0.39722374551122897
frozenset({'99111'}),frozenset({'27602'}),0.11201300996959626,0.009997878809304956,0.006858516580640599,0.06122964272187855,6.124263345230045,1.0,0.0057386240818991085,1.0545732654587812,0.9422604891333437,0.059560358590200174,0.05174914559875502,0.37361340693378225
