antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'23311'}),frozenset({'23111'}),0.0038850425860437318,0.003436768441500224,0.009363948797131046,2.4102564102564106,701.3147528799703,1.0,0.009350596805377446,inf,1.0024687404582995,-4.585365853658537,2.415119849496099,2.5674470457079153
frozenset({'23111'}),frozenset({'23311'}),0.003436768441500224,0.0038850425860437318,0.009363948797131046,2.7246376811594204,701.3147528799702,1.0,0.009350596805377446,inf,1.0020178098973176,-4.585365853658537,2.7313641044371058,2.5674470457079153
frozenset({'23323'}),frozenset({'23312'}),0.004383124968869851,0.0028390695821088807,0.008317975793196195,1.8977272727272727,668.4328149920256,1.0,0.008305531796422494,inf,1.0028997984819794,-7.590909090909091,1.900283239487785,2.413775917065391
frozenset({'23312'}),frozenset({'23323'}),0.0028390695821088807,0.004383124968869851,0.008317975793196195,2.929824561403509,668.4328149920256,1.0,0.008305531796422494,inf,1.0013468567360784,-7.590909090909091,2.9383204622191332,2.413775917065391
frozenset({'23311'}),frozenset({'23312'}),0.0038850425860437318,0.0028390695821088807,0.006226029785326493,1.6025641025641024,564.4680611785875,1.0,0.006214999879095259,inf,1.0021217060853043,12.500000000000004,1.60427969466431,1.8977732793522266
frozenset({'23312'}),frozenset({'23311'}),0.0028390695821088807,0.0038850425860437318,0.006226029785326493,2.192982456140351,564.4680611785875,1.0,0.006214999879095259,inf,1.0010705294705295,12.500000000000004,2.1976353203625094,1.8977732793522266
frozenset({'23311'}),frozenset({'23321'}),0.0038850425860437318,0.0077700851720874636,0.014095731433979181,3.6282051282051286,466.9453484549639,1.0,0.014065544322188435,inf,1.001750264191655,-5.77551020408163,3.6487864243248014,2.7211538461538467
frozenset({'23321'}),frozenset({'23311'}),0.0077700851720874636,0.0038850425860437318,0.014095731433979181,1.8141025641025643,466.9453484549639,1.0,0.014065544322188435,inf,1.0056725833828073,-5.77551020408163,1.8172777228605022,2.7211538461538467
frozenset({'23312'}),frozenset({'23322'}),0.0028390695821088807,0.011505703043283359,0.01359764905115306,4.789473684210527,416.2695374800639,1.0,0.013564983559622098,inf,1.0004380235149466,18.199999999999996,4.83358173727173,2.9856459330143545
frozenset({'23322'}),frozenset({'23312'}),0.011505703043283359,0.0028390695821088807,0.01359764905115306,1.1818181818181819,416.26953748006383,1.0,0.013564983559622098,inf,1.0092093737160754,18.199999999999996,1.1823358459722098,2.9856459330143545
frozenset({'23312'}),"frozenset({'99111', '27211'})",0.0028390695821088807,0.0030881107735219403,0.0033371519649350004,1.1754385964912282,380.633559705716,1.0,0.0033283846035717115,inf,1.0002124740930711,1.288461538461539,1.175982048551306,1.1280418788907753
"frozenset({'99111', '27211'})",frozenset({'23312'}),0.0030881107735219403,0.0028390695821088807,0.0033371519649350004,1.0806451612903227,380.633559705716,1.0,0.0033283846035717115,inf,1.000462339812305,1.288461538461539,1.0808747703908996,1.1280418788907753
"frozenset({'23321', '23322'})",frozenset({'23312'}),0.002540220152413209,0.0028390695821088807,0.002739453105543657,1.0784313725490198,379.8538011695907,1.0,0.0027322412437770804,inf,0.9999073931162216,1.037735849056604,1.078654678654679,1.0216718266253872
frozenset({'23312'}),"frozenset({'23321', '23322'})",0.0028390695821088807,0.002540220152413209,0.002739453105543657,0.9649122807017545,379.8538011695907,1.0,0.0027322412437770804,28.427603725656315,1.000207065661611,1.037735849056604,0.9648229231823192,1.0216718266253872
frozenset({'23321'}),frozenset({'23312'}),0.0077700851720874636,0.0028390695821088807,0.008268167554913582,1.064102564102564,374.8067926225821,1.0,0.008246107742451114,inf,1.0051419976376568,3.531914893617021,1.0642850739004586,1.988191632928475
frozenset({'23312'}),frozenset({'23321'}),0.0028390695821088807,0.0077700851720874636,0.008268167554913582,2.912280701754386,374.8067926225821,1.0,0.008246107742451114,inf,1.000171515231756,3.531914893617021,2.9272556422430003,1.988191632928475
frozenset({'23312'}),frozenset({'23111'}),0.0028390695821088807,0.003436768441500224,0.00358619315634806,1.2631578947368423,367.54233409610987,1.0,0.003576435931605045,inf,1.0001186313686314,1.3333333333333335,1.2640654264609947,1.1533180778032037
frozenset({'23111'}),frozenset({'23312'}),0.003436768441500224,0.0028390695821088807,0.00358619315634806,1.0434782608695652,367.54233409610987,1.0,0.003576435931605045,inf,1.0007184626149541,1.3333333333333335,1.0436020501237893,1.1533180778032037
"frozenset({'23323', '23322'})",frozenset({'23312'}),0.002590028390695821,0.0028390695821088807,0.002639836628978433,1.0192307692307694,359.00168690958174,1.0,0.00263248335815761,inf,0.9998040185617034,0.9464285714285714,1.0192855221701378,0.9745276653171392
frozenset({'23312'}),"frozenset({'23323', '23322'})",0.0028390695821088807,0.002590028390695821,0.002639836628978433,0.929824561403509,359.00168690958174,1.0,0.00263248335815761,14.21309209543263,1.0000537198650405,0.9464285714285714,0.9296423330486018,0.9745276653171392
frozenset({'23323'}),"frozenset({'99111', '27211'})",0.004383124968869851,0.0030881107735219403,0.004283508492304627,0.9772727272727272,316.4629765395894,1.0,0.0042699729168665665,43.86412312596486,1.0012285826972276,1.3437499999999998,0.9772023255285808,1.1821847507331378
"frozenset({'99111', '27211'})",frozenset({'23323'}),0.0030881107735219403,0.004383124968869851,0.004283508492304627,1.3870967741935483,316.4629765395894,1.0,0.0042699729168665665,inf,0.9999279610059896,1.3437499999999998,1.3888009372897026,1.1821847507331378
frozenset({'71101'}),frozenset({'23512'}),0.0031379190118045524,0.0034865766797828363,0.003237535488369776,1.0317460317460316,295.9195011337868,1.0,0.0032265948931201713,inf,0.9997578618044292,0.9558823529411762,1.03185710398186,0.98015873015873
frozenset({'23512'}),frozenset({'71101'}),0.0034865766797828363,0.0031379190118045524,0.003237535488369776,0.9285714285714284,295.9195011337868,1.0,0.0032265948931201713,13.9560691338347,1.0001076546285723,0.9558823529411762,0.9283465859612555,0.98015873015873
